ObjectID,USER_District_Number,USER_District_Name,USER_District_Superintendent,USER_School_Number,Column2,USER_School_Name,USER_Instruction_Type,USER_NCES_School_ID,USER_School_City,USER_School_Principal,USER_Grade_Range,Enrollment,School_Type,Reading Not On Grade-Level,Math Not On Grade-Level,Attendance Rate,Chronic Absenteeism Rate,Teacher Count,Admin Count,Average Teacher Salary,Average Admin Salary,Campus Grade,Campus Score,,,
101,'007904,LYTLE ISD,DR DUSTIN ALAN BREITHAUPT   ,'007904101,7904101,LYTLE Elementary,REGULAR INSTRUCTIONAL,'482865003245,LYTLE,MRS WENDY CONOVER   ,'02-05,532,Elementary School,66%,78%,93.70%,18.60%,33,3,56139,76453,C,73,,,
104,'007904,LYTLE ISD,DR DUSTIN ALAN BREITHAUPT   ,'007904103,7904103,LYTLE PrimaryMARY SCHOOL,REGULAR INSTRUCTIONAL,'482865008424,LYTLE,MRS SHAVAN GALINDO   ,'EE-01,342,Elementary School,.,.,93.50%,22.40%,21.8,2,56470,80191,C,73,,,
115,'007905,PLEASANTON ISD,MS CHERYL BARRON   ,'007905001,7905001,PLEASANTON High School,REGULAR INSTRUCTIONAL,'483519003984,PLEASANTON,MR NICHOLAS HINOJOSA   ,'09-12,978,High School,47%,61%,92.90%,25.00%,73.7,3,65435,95164,B,80,,,
105,'007905,PLEASANTON ISD,MS CHERYL BARRON   ,'007905004,7905004,ATASCOSA CO ALTER,JJAEP INSTRUCTIONAL,'483519007506,JOURDANTON,MR JEFF THORNTON   ,'05-12,-1,Elementary/Secondary,100%,0%,.,77.80%,.,.,.,.,Not Rated,0,,,
107,'007905,PLEASANTON ISD,MS CHERYL BARRON   ,'007905005,7905005,PLEASANTON ISD SCHOOL OF CHOICE,ALTERNATIVE INSTRUCTIONAL,'483519011945,PLEASANTON,MR ADAM PORTILLO   ,'09-12,-1,High School,0%,0%,70.50%,80.00%,1,0,71708,.,Not Rated,0,,,
106,'007905,PLEASANTON ISD,MS CHERYL BARRON   ,'007905041,7905041,PLEASANTON Junior High,REGULAR INSTRUCTIONAL,'483519003985,PLEASANTON,KARI VICKERS   ,'06-08,754,Middle School,57%,68%,93.20%,21.30%,55.7,2.6,64714,91066,D,65,,,
111,'007905,PLEASANTON ISD,MS CHERYL BARRON   ,'007905103,7905103,PLEASANTON Elementary,REGULAR INSTRUCTIONAL,'483519003983,PLEASANTON,MRS ANGELA ACEVEDO   ,'03-05,733,Elementary School,62%,69%,94.00%,17.70%,71.2,4.9,63645,82165,C,79,,,
109,'007905,PLEASANTON ISD,MS CHERYL BARRON   ,'007905105,7905105,PLEASANTON Primary,REGULAR INSTRUCTIONAL,'483519007507,PLEASANTON,MS DONNA MINNIER   ,'EE-02,927,Elementary School,.,.,92.90%,26.10%,41.6,2,64429,92000,C,79,,,
108,'007906,POTEET ISD,CHARLES WILLIAM CAMARILLO   ,'007906001,7906001,POTEET High School,REGULAR INSTRUCTIONAL,'483552004029,POTEET,CHRISTINA M TALLEY   ,'09-12,481,High School,48%,86%,87.60%,50.40%,37.2,4.1,56565,88527,C,75,,,
112,'007906,POTEET ISD,CHARLES WILLIAM CAMARILLO   ,'007906003,7906003,ATASCOSA CO JUVENILE UNIT,JJAEP INSTRUCTIONAL,'483552008425,POTEET,,'06-12,-1,Elementary/Secondary,.,.,.,.,.,.,.,.,Not Rated,0,,,
110,'007906,POTEET ISD,CHARLES WILLIAM CAMARILLO   ,'007906041,7906041,POTEET Junior High,REGULAR INSTRUCTIONAL,'483552004030,POTEET,DEIDRA CARNES   ,'06-08,393,Middle School,59%,88%,90.30%,35.00%,26.1,2,53242,72000,C,75,,,
113,'007906,POTEET ISD,CHARLES WILLIAM CAMARILLO   ,'007906101,7906101,POTEET Elementary,REGULAR INSTRUCTIONAL,'483552004028,POTEET,MRS DONISHA MILLER   ,'EE-02,579,Elementary School,.,.,90.90%,35.10%,34.5,3,54703,79079,D,65,,,
114,'007906,POTEET ISD,CHARLES WILLIAM CAMARILLO   ,'007906102,7906102,POTEET Intermediate,REGULAR INSTRUCTIONAL,'483552009649,POTEET,MRS KELLY MURRAY   ,'03-05,-1,Elementary School,65%,70%,91.40%,33.20%,25.4,2,55735,75231,D,65,,,
119,'008901,BELLVILLE ISD,DR NICOLE POENITZSCH   ,'008901001,8901001,BELLVILLE High School,REGULAR INSTRUCTIONAL,'480981000449,BELLVILLE,MR JAMES DRISTAS   ,'09-12,786,High School,35%,60%,95.50%,12.90%,52.5,4.1,59953,92178,B,81,,,
117,'008901,BELLVILLE ISD,DR NICOLE POENITZSCH   ,'008901041,8901041,BELLVILLE Junior High,REGULAR INSTRUCTIONAL,'480981000450,BELLVILLE,MR DANIEL SYMM   ,'06-08,557,Middle School,44%,52%,95.50%,9.20%,41.9,2,57503,83523,B,81,,,
116,'008901,BELLVILLE ISD,DR NICOLE POENITZSCH   ,'008901101,8901101,O'BRYANT Primary,REGULAR INSTRUCTIONAL,'480981000451,BELLVILLE,MS TIFFANY NIPP   ,'EE-03,563,Elementary School,50%,64%,95.00%,12.30%,41,4,57557,66872,C,78,,,
120,'008901,BELLVILLE ISD,DR NICOLE POENITZSCH   ,'008901102,8901102,O'BRYANT Intermediate,REGULAR INSTRUCTIONAL,'480981005847,BELLVILLE,MRS KAREN CAPPS   ,'04-05,266,Elementary School,60%,54%,95.10%,10.70%,19.4,1.1,60293,70259,C,78,,,
121,'008901,BELLVILLE ISD,DR NICOLE POENITZSCH   ,'008901105,8901105,WEST END Elementary,REGULAR INSTRUCTIONAL,'480981000453,BELLVILLE,DEE ANN LARSEN   ,'KG-05,143,Elementary School,47%,45%,96.00%,6.70%,15.4,0.5,55559,89899,B,88,,,
123,'008902,SEALY ISD,DR BRYAN HALLMARK   ,'008902001,8902001,SEALY High School,REGULAR INSTRUCTIONAL,'483963004502,SEALY,MS MEGAN OLIVER   ,'09-12,1002,High School,46%,67%,92.40%,24.80%,67,5,58146,88683,B,81,,,
122,'008902,SEALY ISD,DR BRYAN HALLMARK   ,'008902041,8902041,SEALY Junior High,REGULAR INSTRUCTIONAL,'483963004503,SEALY,MR WALTER J WINICKI   ,'06-08,664,Middle School,54%,67%,94.60%,14.20%,47.9,3.1,54761,69402,D,68,,,
124,'008902,SEALY ISD,DR BRYAN HALLMARK   ,'008902102,8902102,SELMAN Elementary,REGULAR INSTRUCTIONAL,'483963004501,SEALY,JASON JANCZAK   ,'EE-05,749,Elementary School,61%,61%,94.80%,13.10%,48.3,4,53810,69695,D,69,,,
125,'008902,SEALY ISD,DR BRYAN HALLMARK   ,'008902104,8902104,SEALY Elementary,REGULAR INSTRUCTIONAL,'483963013753,SEALY,SARAH WINKELMAN   ,'PK-05,694,Elementary School,46%,41%,95.00%,11.80%,51,4,56166,70745,B,87,,,
128,'008903,BRAZOS ISD,MR DAVID PLYMALE   ,'008903001,8903001,BRAZOS High School,REGULAR INSTRUCTIONAL,'484447005075,WALLIS,MR ANDREW RIZZO   ,'09-12,317,High School,38%,73%,95.60%,9.70%,22.8,1,55693,96000,B,85,,,
127,'008903,BRAZOS ISD,MR DAVID PLYMALE   ,'008903041,8903041,BRAZOS Middle,REGULAR INSTRUCTIONAL,'484447005076,WALLIS,MR CLAY HUDGINS   ,'06-08,203,Middle School,35%,44%,95.60%,9.80%,16.4,1,54117,88132,A,90,,,
126,'008903,BRAZOS ISD,MR DAVID PLYMALE   ,'008903102,8903102,BRAZOS Elementary,REGULAR INSTRUCTIONAL,'484447005077,ORCHARD,MRS KIMBERLY ETHERIDGE   ,'EE-05,346,Elementary School,55%,64%,94.60%,12.50%,24,1.3,55741,81220,B,80,,,
130,'009901,MULESHOE ISD,DR RL RICHARDS   ,'009901001,9901001,MULESHOE High School,REGULAR INSTRUCTIONAL,'483189003547,MULESHOE,MRS CINDY BESSIRE   ,'09-12,341,High School,39%,49%,92.70%,26.40%,35.6,3,51413,80375,B,87,,,
129,'009901,MULESHOE ISD,DR RL RICHARDS   ,'009901041,9901041,WATSON Junior High,REGULAR INSTRUCTIONAL,'483189003548,MULESHOE,MRS BALEE BLACK   ,'06-08,285,Middle School,61%,77%,94.40%,15.10%,27.2,2,47120,81885,C,79,,,
131,'009901,MULESHOE ISD,DR RL RICHARDS   ,'009901101,9901101,MARY DESHAZO Elementary,REGULAR INSTRUCTIONAL,'483189003546,MULESHOE,MRS JENNIFER BURRUS   ,'03-05,304,Elementary School,61%,60%,95.60%,11.70%,24.2,2,50382,77390,C,75,,,
132,'009901,MULESHOE ISD,DR RL RICHARDS   ,'009901103,9901103,DILLMAN Elementary,REGULAR INSTRUCTIONAL,'483189003549,MULESHOE,MRS LETTI TOVAR   ,'EE-02,400,Elementary School,.,.,94.50%,11.80%,27.4,2,46600,81253,C,75,,,
133,'010901,MEDINA ISD,MRS LINDSEY KUNZ   ,'010901001,10901001,MEDINA SCHOOL,REGULAR INSTRUCTIONAL,'483003003372,MEDINA,ANGELA PASKELL   GARY OLIVER   ,'EE-12,243,Elementary/Secondary,45%,60%,93.60%,20.10%,29.4,2.6,46397,72603,B,85,,,
138,'010902,BANDERA ISD,MR GARY L BITZKIE   ,'010902001,10902001,BANDERA High School,REGULAR INSTRUCTIONAL,'480936000395,BANDERA,DR PATRICK SIZEMORE   ,'09-12,664,High School,45%,68%,93.10%,26.00%,45.1,4.5,60720,85627,C,70,,,
134,'010902,BANDERA ISD,MR GARY L BITZKIE   ,'010902041,10902041,BANDERA Middle,REGULAR INSTRUCTIONAL,'480936000396,BANDERA,MR ROBERT LALANNE   ,'06-08,534,Middle School,48%,57%,93.80%,21.40%,33.7,2,58373,77000,C,78,,,
137,'010902,BANDERA ISD,MR GARY L BITZKIE   ,'010902101,10902101,ALKEK Elementary,REGULAR INSTRUCTIONAL,'480936000394,BANDERA,MS DIXIE MOSELEY   ,'EE-05,574,Elementary School,54%,63%,94.80%,12.20%,40.9,2,59063,79060,C,79,,,
136,'010902,BANDERA ISD,MR GARY L BITZKIE   ,'010902102,10902102,HILL COUNTRY Elementary,REGULAR INSTRUCTIONAL,'480936005863,BANDERA,MS ALMA MCFARLAND   ,'EE-05,446,Elementary School,68%,72%,94.40%,12.80%,36.4,2,57149,78147,D,69,,,
135,'011901,BASTROP ISD,MR BARRY EDWARDS   ,'011901001,11901001,BASTROP High School,REGULAR INSTRUCTIONAL,'480957000409,BASTROP,KRYSTAL GABRIEL   ,'09-12,1767,High School,53%,74%,91.70%,31.60%,114.4,8,60810,93681,B,86,,,
141,'011901,BASTROP ISD,MR BARRY EDWARDS   ,'011901002,11901002,CEDAR CREEK High School,REGULAR INSTRUCTIONAL,'480957012272,CEDAR CREEK,KASIE STAGMAN   ,'09-12,2144,High School,71%,70%,88.90%,40.90%,124.9,4.7,60951,86511,C,79,,,
140,'011901,BASTROP ISD,MR BARRY EDWARDS   ,'011901005,11901005,COLORADO RIVER COLLEGIATE ACADEMY,REGULAR INSTRUCTIONAL,'480957013111,BASTROP,MARTIN CONRARDY   ,'09-12,190,High School,7%,40%,95.30%,13.10%,13.5,1,63122,108427,A,98,,,
142,'011901,BASTROP ISD,MR BARRY EDWARDS   ,'011901022,11901022,GENESIS High School,ALTERNATIVE INSTRUCTIONAL,'480957021082,BASTROP,MARTIN CONRARDY   ,'09-12,185,High School,91%,97%,.,100.00%,7.5,1,63460,108427,C,71,,,
139,'011901,BASTROP ISD,MR BARRY EDWARDS   ,'011901041,11901041,BASTROP Middle,REGULAR INSTRUCTIONAL,'480957000410,BASTROP,TIFFANY PEIRSON   ,'07-08,875,Junior High School,60%,66%,91.90%,27.20%,50.2,4.1,58714,97457,C,75,,,
144,'011901,BASTROP ISD,MR BARRY EDWARDS   ,'011901101,11901101,EMILE Elementary,REGULAR INSTRUCTIONAL,'480957000408,BASTROP,WINDY BURNETT   ,'EE-05,606,Elementary School,51%,68%,93.30%,20.00%,41.9,5,60581,79630,C,73,,,
146,'011901,BASTROP ISD,MR BARRY EDWARDS   ,'011901102,11901102,MINA Elementary,REGULAR INSTRUCTIONAL,'480957000411,BASTROP,MRS EMILY ALLEN   ,'EE-05,801,Elementary School,51%,61%,94.20%,16.60%,51.3,4.4,60351,80222,D,68,,,
143,'011901,BASTROP ISD,MR BARRY EDWARDS   ,'011901103,11901103,CEDAR CREEK Elementary,REGULAR INSTRUCTIONAL,'480957002476,CEDAR CREEK,TAMMY HERNANDEZ   ,'EE-05,775,Elementary School,80%,83%,93.10%,22.60%,47.9,5.3,58533,74222,F,58,,,
147,'011901,BASTROP ISD,MR BARRY EDWARDS   ,'011901104,11901104,BASTROP Intermediate,REGULAR INSTRUCTIONAL,'480957005709,BASTROP,SUSAN MICHELLE NICHOLAS   ,'06,413,Middle School,56%,77%,94.20%,16.10%,27.2,3,60254,80248,C,77,,,
145,'011901,BASTROP ISD,MR BARRY EDWARDS   ,'011901106,11901106,CEDAR CREEK Middle,REGULAR INSTRUCTIONAL,'480957008692,CEDAR CREEK,RIZA COOPER   ,'07-08,1059,Junior High School,74%,85%,91.30%,30.50%,63,6.1,58789,89431,F,59,,,
151,'011901,BASTROP ISD,MR BARRY EDWARDS   ,'011901107,11901107,RED ROCK Elementary,REGULAR INSTRUCTIONAL,'480957008693,RED ROCK,MRS KATIE FEHLKER   ,'EE-05,777,Elementary School,69%,79%,92.00%,26.90%,50.4,3.9,58978,88588,F,58,,,
148,'011901,BASTROP ISD,MR BARRY EDWARDS   ,'011901108,11901108,CEDAR CREEK Intermediate,REGULAR INSTRUCTIONAL,'480957009484,CEDAR CREEK,HEATHER CHRISTIE   ,'06,478,Middle School,70%,86%,92.40%,26.90%,28.8,2,60302,113727,D,65,,,
149,'011901,BASTROP ISD,MR BARRY EDWARDS   ,'011901109,11901109,BLUEBONNET Elementary,REGULAR INSTRUCTIONAL,'480957010390,BASTROP,LAURA FAIRCLOTH   ,'EE-05,765,Elementary School,67%,63%,93.10%,22.90%,50.7,5,59304,72318,C,78,,,
155,'011901,BASTROP ISD,MR BARRY EDWARDS   ,'011901110,11901110,LOST PINES Elementary,REGULAR INSTRUCTIONAL,'480957010391,BASTROP,LEZLIE RINGSTAFF   ,'EE-05,896,Elementary School,69%,78%,93.40%,20.20%,53.1,2.8,60060,84179,F,59,,,
150,'011901,BASTROP ISD,MR BARRY EDWARDS   ,'011901111,11901111,COLONY OAKS Elementary,REGULAR INSTRUCTIONAL,'480957022926,BASTROP,KRISTI KISAMORE   ,'EE-05,824,Elementary School,54%,69%,.,.,41.5,4,60395,78850,C,74,,,
152,'011901,BASTROP ISD,MR BARRY EDWARDS   ,'011901112,11901112,CAMINO REAL Elementary,REGULAR INSTRUCTIONAL,'480957022927,BASTROP,AUGUSTINA LOZANO   ,'EE-05,815,Elementary School,80%,87%,.,.,41.4,3.5,58784,80173,D,69,,,
153,'011901,BASTROP ISD,MR BARRY EDWARDS   ,'011901113,11901113,ADELTON Elementary,REGULAR INSTRUCTIONAL,',BASTROP,,'EE-05,0,Elementary School,.,.,.,.,.,.,.,.,?,?,,,
158,'011902,ELGIN ISD,DR JANA RUETER   ,'011902001,11902001,ELGIN High School,REGULAR INSTRUCTIONAL,'481836001728,ELGIN,ARMETRIUS STAPLES   ,'09-12,1771,High School,64%,88%,87.10%,42.90%,92.1,9,59359,90303,C,72,,,
154,'011902,ELGIN ISD,DR JANA RUETER   ,'011902003,11902003,BASTROP COUNTY JUVENILE BOOT CAMP,DAEP INSTRUCTIONAL,'481836010392,BASTROP,BRIDGETTE CORNELIUS   ,'06-12,4,Elementary/Secondary,.,.,.,.,.,.,.,.,Not Rated,0,,,
160,'011902,ELGIN ISD,DR JANA RUETER   ,'011902004,11902004,PHOENIX High School,ALTERNATIVE INSTRUCTIONAL,'481836008426,ELGIN,MRS MICHELLE RUTHVEN   ,'09-12,-1,High School,100%,100%,66.40%,75.70%,4.1,1.9,60879,83593,C,76,,,
156,'011902,ELGIN ISD,DR JANA RUETER   ,'011902041,11902041,ELGIN Middle,REGULAR INSTRUCTIONAL,'481836001729,ELGIN,ROBERT TRUHILL   ,'07-08,839,Junior High School,66%,71%,92.40%,24.60%,45,3,56759,85125,C,78,,,
159,'011902,ELGIN ISD,DR JANA RUETER   ,'011902042,11902042,ELGIN Intermediate,REGULAR INSTRUCTIONAL,'481836013912,ELGIN,MR JEFFREY MARTINEZ   ,'05-06,863,Middle School,69%,89%,93.20%,21.60%,40.7,5,56935,80605,F,51,,,
157,'011902,ELGIN ISD,DR JANA RUETER   ,'011902101,11902101,BOOKER T WASHINGTON Elementary,REGULAR INSTRUCTIONAL,'481836001727,ELGIN,LINDA TAMEZ   ,'EE KG-04,638,Elementary School,75%,79%,93.10%,21.90%,45.9,4,58093,89834,F,58,,,
161,'011902,ELGIN ISD,DR JANA RUETER   ,'011902102,11902102,ELGIN Elementary,REGULAR INSTRUCTIONAL,'481836001730,ELGIN,MICHELLE MARTINEZ   ,'EE-04,673,Elementary School,74%,82%,93.20%,21.00%,48,4,57517,78833,F,56,,,
165,'011902,ELGIN ISD,DR JANA RUETER   ,'011902103,11902103,NEIDIG Elementary,REGULAR INSTRUCTIONAL,'481836010393,ELGIN,DR ARTHUR MARTINEZ   ,'EE KG-04,528,Elementary School,61%,69%,92.00%,29.00%,40,4,57870,76593,C,79,,,
163,'011902,ELGIN ISD,DR JANA RUETER   ,'011902105,11902105,HARVEST RIDGE Elementary,REGULAR INSTRUCTIONAL,'481836022928,ELGIN,MEGAN WEHRLE   ,'PK-04,596,Elementary School,.,.,.,.,.,.,.,.,D,66,,,
164,'011902,ELGIN ISD,DR JANA RUETER   ,'011902106,11902106,TRINITY RANCH Elementary,REGULAR INSTRUCTIONAL,',ELGIN,,'PK-05,0,Elementary School,.,.,.,.,.,.,.,.,?,?,,,
162,'011904,SMITHVILLE ISD,MRS CHERYL BURNS   ,'011904002,11904002,SMITHVILLE High School,REGULAR INSTRUCTIONAL,'484055004590,SMITHVILLE,MR TUCKER COPELAND   ,'09-12,543,High School,52%,76%,93.60%,19.50%,45.1,2.4,58225,90625,B,83,,,
167,'011904,SMITHVILLE ISD,MRS CHERYL BURNS   ,'011904041,11904041,SMITHVILLE Junior High,REGULAR INSTRUCTIONAL,'484055004591,SMITHVILLE,MS AMANDA HUDSPETH   ,'06-08,416,Middle School,51%,73%,93.60%,21.50%,28.4,2,57189,80000,C,71,,,
168,'011904,SMITHVILLE ISD,MRS CHERYL BURNS   ,'011904101,11904101,SMITHVILLE Elementary,REGULAR INSTRUCTIONAL,'484055004589,SMITHVILLE,MS HOLLY BROCKMAN   ,'01-05,694,Elementary School,52%,51%,93.50%,21.30%,40.1,3,52962,80612,C,70,,,
172,'011904,SMITHVILLE ISD,MRS CHERYL BURNS   ,'011904102,11904102,BROWN Primary,REGULAR INSTRUCTIONAL,'484055004588,SMITHVILLE,MS SARAH VINKLAREK   ,'EE-KG,-1,Elementary School,.,.,.,.,10.3,1,53166,71000,C,70,,,
170,'011905,MCDADE ISD,HEATHER STIDHAM   ,'011905001,11905001,MCDADE High School,REGULAR INSTRUCTIONAL,'482976013256,MCDADE,KARLA SPARKS   ,'07-12,169,High School,51%,71%,93.30%,22.20%,16.7,1,53361,80000,B,85,,,
171,'011905,MCDADE ISD,HEATHER STIDHAM   ,'011905101,11905101,MCDADE Elementary,REGULAR INSTRUCTIONAL,'482976003351,MCDADE,AMANDA HANKEMEIER   ,'EE-06,208,Elementary School,68%,74%,94.90%,12.80%,15.4,1,54291,73130,C,73,,,
173,'012901,SEYMOUR ISD,MR JOHN ANDERSON   ,'012901001,12901001,SEYMOUR High School,REGULAR INSTRUCTIONAL,'483978004520,SEYMOUR,MR ADAM ARRENDENDO   ,'09-12,157,High School,28%,26%,94.00%,18.70%,17.6,1.7,49843,74365,A,95,,,
174,'012901,SEYMOUR ISD,MR JOHN ANDERSON   ,'012901042,12901042,SEYMOUR Middle,REGULAR INSTRUCTIONAL,'483978009109,SEYMOUR,MR DONNY HEARN   ,'05-08,188,Middle School,40%,31%,94.40%,15.20%,16.2,1.4,50663,70070,B,81,,,
175,'012901,SEYMOUR ISD,MR JOHN ANDERSON   ,'012901101,12901101,SEYMOUR Elementary,REGULAR INSTRUCTIONAL,'483978004519,SEYMOUR,SCOOTER MILLER   ,'EE-04,249,Elementary School,46%,35%,94.80%,13.20%,19.8,1,49013,81000,A,97,,,
177,'013901,BEEVILLE ISD,TRAVIS FANNING   ,'013901001,13901001,A C JONES High School,REGULAR INSTRUCTIONAL,'480972000442,BEEVILLE,SHEREE BOGANY   ,'09-12,969,High School,59%,75%,89.20%,38.50%,65.6,5.5,58489,99692,C,72,,,
180,'013901,BEEVILLE ISD,TRAVIS FANNING   ,'013901041,13901041,MORENO Junior High,REGULAR INSTRUCTIONAL,'480972000441,BEEVILLE,MRS KLAIRE DELEON   ,'06-08,682,Middle School,54%,72%,90.40%,34.10%,41.8,4,55679,83795,C,76,,,
178,'013901,BEEVILLE ISD,TRAVIS FANNING   ,'013901101,13901101,R A HALL Elementary,REGULAR INSTRUCTIONAL,'480972000439,BEEVILLE,MS BELINDA AGUIRRE   ,'01-05,463,Elementary School,63%,63%,91.80%,27.10%,27.3,2,57235,84541,C,76,,,
182,'013901,BEEVILLE ISD,TRAVIS FANNING   ,'013901102,13901102,FADDEN-MCKEOWN-CHAMBLISS Elementary,REGULAR INSTRUCTIONAL,'480972000438,BEEVILLE,MRS HEATHER VASQUEZ   ,'01-05,574,Elementary School,61%,63%,92.40%,23.80%,36,2,57918,82545,B,80,,,
184,'013901,BEEVILLE ISD,TRAVIS FANNING   ,'013901105,13901105,HAMPTON-MORENO-DUGAT EARLY CHILDHOOD CENTER,REGULAR INSTRUCTIONAL,'480972000444,BEEVILLE,MS ANNETTE SANCHEZ   ,'EE-KG,345,Elementary School,.,.,.,.,19,2,57554,89443,C,76,,,
179,'013902,PAWNEE ISD,MR ANTHONY ANNIS   ,'013902101,13902101,PAWNEE Elementary / Junior High/HS,REGULAR INSTRUCTIONAL,'483441003859,PAWNEE,DULCE ANNIS   ,'EE-11,630,Elementary/Secondary,44%,66%,93.80%,17.90%,25.4,4,66605,80535,B,82,,,
181,'013903,PETTUS ISD,MR JESUS HERNANDEZ III   ,'013903001,13903001,PETTUS SECONDARY,REGULAR INSTRUCTIONAL,'483477003899,PETTUS,MR RICKY DELEON   ,'06-12,206,Elementary/Secondary,44%,58%,97.00%,3.40%,21.5,1,58302,105753,B,89,,,
183,'013903,PETTUS ISD,MR JESUS HERNANDEZ III   ,'013903101,13903101,PETTUS Elementary,REGULAR INSTRUCTIONAL,'483477003898,PETTUS,LAURA HOLDER   ,'EE-05,171,Elementary School,51%,61%,94.70%,17.20%,15.9,2,53869,66616,D,69,,,
186,'013905,SKIDMORE-TYNAN ISD,MR RICHARD WATERHOUSE   ,'013905001,13905001,SKIDMORE-TYNAN High School,REGULAR INSTRUCTIONAL,'484041004576,SKIDMORE,MRS STELLA RESIO   ,'09-12,231,High School,28%,38%,92.90%,19.10%,25.4,2.1,55700,63137,A,94,,,
187,'013905,SKIDMORE-TYNAN ISD,MR RICHARD WATERHOUSE   ,'013905041,13905041,SKIDMORE-TYNAN Junior High,REGULAR INSTRUCTIONAL,'484041004577,SKIDMORE,MR MATTHEW LOHSE   ,'06-08,182,Middle School,37%,54%,93.40%,18.90%,15.7,1,55725,81143,B,88,,,
185,'013905,SKIDMORE-TYNAN ISD,MR RICHARD WATERHOUSE   ,'013905101,13905101,SKIDMORE-TYNAN Elementary,REGULAR INSTRUCTIONAL,'484041004575,SKIDMORE,MRS EVON KELLY   ,'EE-05,362,Elementary School,55%,68%,94.10%,15.80%,27.4,2.1,54170,70012,B,87,,,
209,'014901,ACADEMY ISD,DARLA NOLEN   ,'014901001,14901001,ACADEMY High School,REGULAR INSTRUCTIONAL,'480747000040,LITTLE RIVER,MRS MEAGAN PRUETT   ,'09-12,546,High School,23%,79%,94.10%,16.90%,41.8,3.2,59926,87347,B,84,,,
208,'014901,ACADEMY ISD,DARLA NOLEN   ,'014901041,14901041,ACADEMY Middle,REGULAR INSTRUCTIONAL,'480747006348,LITTLE RIVER,MR COLE RAMSEY   ,'06-08,417,Middle School,38%,50%,94.10%,17.10%,24.7,3,57980,79645,B,80,,,
206,'014901,ACADEMY ISD,DARLA NOLEN   ,'014901101,14901101,ACADEMY Intermediate,REGULAR INSTRUCTIONAL,'480747000039,LITTLE RIVER,MRS MARCIE BECK   ,'03-05,444,Elementary School,40%,48%,94.40%,14.50%,40.8,5,56035,68733,B,81,,,
210,'014901,ACADEMY ISD,DARLA NOLEN   ,'014901102,14901102,ACADEMY EARLY CHILDHOOD CENTER,REGULAR INSTRUCTIONAL,'480747013381,LITTLE RIVER,MRS KELLI SCHWAKE   ,'EE-KG,167,Elementary School,.,.,.,.,10,1,54994,72914,B,81,,,
207,'014901,ACADEMY ISD,DARLA NOLEN   ,'014901103,14901103,ACADEMY Elementary,REGULAR INSTRUCTIONAL,',LITTLE RIVER,MRS JEANNA SNIFFIN   ,'01-02,258,Elementary School,.,.,.,.,.,.,.,.,B,81,,,
211,'014902,BARTLETT ISD,DR TEDDY CLEVENGER   ,'014902001,14902001,BARTLETT SCHOOLS,REGULAR INSTRUCTIONAL,'480954000406,BARTLETT,LACEY CRUDDAS   DR BRYAN HERNANDEZ   ,'PK-12,393,Elementary/Secondary,72%,86%,94.10%,18.20%,43.4,7.3,52558,75328,C,74,,,
215,'014903,BELTON ISD,DR MALINDA GOLDEN   ,'014903001,14903001,BELTON High School,REGULAR INSTRUCTIONAL,'480986000454,BELTON,CLAUDIA KNOX   ,'09-12,1763,High School,50%,68%,92.40%,25.10%,146.5,8.5,63483,83830,B,87,,,
216,'014903,BELTON ISD,DR MALINDA GOLDEN   ,'014903006,14903006,BELL CO J J A E P,JJAEP INSTRUCTIONAL,'480986008100,KILLEEN,,'06-12,0,Elementary/Secondary,0%,0%,.,.,.,.,.,.,?,?,,,
218,'014903,BELTON ISD,DR MALINDA GOLDEN   ,'014903010,14903010,LAKE BELTON High School,REGULAR INSTRUCTIONAL,'480986013935,TEMPLE,MS CHRISTINA STEELE HANTGIN   ,'09-12,2300,High School,29%,63%,93.10%,21.30%,147.3,9.5,62309,83723,A,90,,,
214,'014903,BELTON ISD,DR MALINDA GOLDEN   ,'014903025,14903025,BELTON NEW TECH High School AT WASKOW,REGULAR INSTRUCTIONAL,'480986014157,BELTON,MS KIMBERLY WINTERS   ,'09-12,284,High School,25%,80%,94.20%,15.90%,22.3,3,60874,92652,A,91,,,
217,'014903,BELTON ISD,DR MALINDA GOLDEN   ,'014903043,14903043,LAKE BELTON Middle,REGULAR INSTRUCTIONAL,'480986010398,TEMPLE,MR KRIS HOBSON   ,'06-08,803,Middle School,31%,49%,95.00%,11.00%,58.5,4,61845,83292,B,87,,,
220,'014903,BELTON ISD,DR MALINDA GOLDEN   ,'014903044,14903044,SOUTH BELTON Middle,REGULAR INSTRUCTIONAL,'480986012476,BELTON,MS AKEIAH CIPOLLA   ,'06-08,667,Middle School,61%,74%,94.10%,16.10%,61.3,3.4,58721,82904,D,60,,,
226,'014903,BELTON ISD,DR MALINDA GOLDEN   ,'014903045,14903045,NORTH BELTON Middle,REGULAR INSTRUCTIONAL,'480986012801,TEMPLE,DOMINIC WHITE   ,'06-08,979,Middle School,42%,65%,94.50%,14.60%,58.9,3,59311,77488,C,76,,,
221,'014903,BELTON ISD,DR MALINDA GOLDEN   ,'014903046,14903046,BELTON Middle,REGULAR INSTRUCTIONAL,'480986013921,BELTON,MEGAN CROOK   ,'06-08,661,Middle School,50%,68%,93.90%,17.20%,52.5,4,59555,79203,C,77,,,
